Deal Date,Deal Sub-Category,Acquirer Company / Merger Participant 1,Target Company / Merger Participant 2,Deal Value,Deal Headline
2/22/2011,Minority Acquisition,Alliance Boots GmbH,Hedef Alliance Holding A.S.,,Alliance Boots acquires additional 10% stake in Hedef Alliance Holding,
2/22/2011,Minority Acquisition,"Clal Biotechnology Industries, Ltd.",TransPharma Medical Limited,2.50 ,Clal Biotech acquires minority stake in Transpharma from Teva,
2/5/2010,100% Acquisition,Sonic Healthcare Limited,Labor Lademannbogen,15.30 ,Sonic Healthcare acquires 100% stake in Lademannbogen Laboratory,
2/22/2011,Asset Purchase,Solvay S.A.,"N&amp;N Group - Fluorspar Mine - Chiprovtsi, Bulgaria",,Solvay acquires Bulgarian fluorspar mine from N&N Group,
2/22/2011,Majority Acquisition,"Viropro, Inc.",Alpha Biologics Sdn Bhd,21.00 ,Viropro acquires Alpha Biologics,
2/22/2011,Majority Acquisition,"Lincare Holdings, Inc.","Acro Healthcare, LLC",,Lincare Holdings acquires Acro Healthcare (Acro Pharmaceutical Services),
2/21/2011,Majority Acquisition,"Environmental Scientifics Group, Ltd.","Henley Water, Ltd.",,Environmental Scientifics Group acquires Henley Water,
2/21/2011,Majority Acquisition,"Environmental Scientifics Group, Ltd.",Q-Lab Limited,,Environmental Scientifics Group acquires Q-Lab,
2/21/2011,"Minority Acquisition,None",Ares Life Sciences,Stallergenes S.A.,,Ares Life Sciences increases stake in Stallergenes to 67.96%,
2/18/2011,Majority Acquisition,Center for Diagnostic Imaging,Open MRI of Lafayette,,Center for Diagnostic Imaging acquires Open MRI of Lafayette,
2/18/2011,"100% acquisition,Institutional Buy-out (IBO)","Altaris Capital Partners, LLC",Paramit Corporation,,Altaris Capital acquires Paramit,
2/18/2011,Majority Acquisition,Kancera AB,iNovacia AB,,Kancera acquires iNovacia,
2/18/2011,"100% acquisition,Institutional Buy-out (IBO)","H.I.G. Capital, LLC","Matrixx Initiatives, Inc.",82.30 ,H.I.G. Capital acquires Matrixx Initiatives,
2/18/2011,Majority Acquisition,"RadNet, Inc.","Team Radiology, Inc.",0.20 ,RadNet acquires Team Radiology from Team Health,
2/18/2011,Majority Acquisition,"Wave Form Systems, Inc.","AKSM/Guild, Inc.",,Wave Form Systems acquires AKSM/Guild,
11/7/2008,100% Acquisition,Origio a/s,"MidAtlantic Diagnostics, Inc.",15.30 ,MediCult acquires MidAtlantic Diagnostics,
2/17/2011,Asset Purchase,"21st Century Oncology, Inc.",BSD Medical Corporation - BSD-500 Hyperthermia System,,21st Century Oncology acquires BSD-500 Hyperthermia system from BSD Medical,
2/17/2011,Asset Purchase,"Concentra, Inc.","Immediate Medical Care Center, P.A. - Assets",,Concentra acquires assets of Immediate Medical Care Centers,
2/17/2011,"Majority acquisition,None","Sun European Partners, LLP",NextPharma Technologies,,Sun European Partners acquires NextPharma Technologies Holding,
2/17/2011,Asset Purchase,GE Healthcare,"Orbotech Medical Solutions, Ltd. - Assets",14.00 ,GE Healthcare acquires assets of Orbotech Medical Solutions,
2/16/2011,Majority Acquisition,"One Call Medical, Inc.","Express Dental, Inc.",,One Call Medical acquires Express Dental,
4/20/2004,100% Acquisition,"Inflazyme Pharmaceuticals, Ltd.",Adprotech Ltd,15.30 ,Inflazyme Completes Acquisition of Adprotech,
2/16/2011,"Minority Acquisition,None",Equinox Two,Bios S.p.A.,,Holding di Partecipazioni Aziendali (Hopa) to sell 50% stake in Bios to Equinox Two,
2/16/2011,"Minority Acquisition,None",Warburg Pincus LLC,"Kunming Jida Pharmaceutical Co., Ltd.",41.80 ,Warburg Pincus acquires 30% stake in Kunming Jida Pharmaceutical,
2/15/2011,Asset Purchase,Sciessent LLC,"Agion Technologies, Inc. - Assets",,Sciessent acquires assets of Agion Technologies,
6/12/2002,100% Acquisition,Topotarget A/S,Prolifix Ltd.,15.30 ,TopoTarget acquires Prolifix,
2/15/2011,Asset Purchase,"DAIICHI SANKYO, INC.","Amcor Limited - Packaging and Manufacturing Facility – Pennsylvania, US",,Daiichi Sankyo acquires packaging and manufacturing facility of Amcor,
1/5/2006,100% Acquisition,"DJO Global, Inc. (Formerly DJO Incorporated)",Newmed SAS,15.40 ,Dj Orthopedics completes Newmed SAS acquisition,
2/15/2011,Majority Acquisition,NSF International,"Pharmalytica Services, LLC",,NSF International acquires Pharmalytica Services,
1/21/2003,100% Acquisition,PAREXEL International Corporation,FW Pharma Systems Ltd,15.40 ,PAREXEL International to Acquire FW Pharma Systems,
2/15/2011,Majority Acquisition,Halma p.l.c.,"Accudynamics, Inc.",31.00 ,Halma acquires Accudynamics,
2/14/2011,Majority Acquisition,"Cord Blood America, Inc.",VIDAPLUS Celulas Madre,1.70 ,Cord Blood America acquires 51% stake in VIDAPLUS Celulas Madre,
2/14/2011,Asset Purchase,"Crosstex International, Inc.","ConFirm Monitoring Systems, Inc. - Sterilization Monitoring Business – US",,Crosstex International acquires sterilization monitoring business of ConFirm Monitoring Systems,
2/14/2011,Asset Purchase,"Numira Biosciences, Inc.","Ricerca Biosciences, LLC - Efficacy Pharmacology Operating Unit",,Numira Biosciences acquires Efficacy Pharmacology operating unit of Ricerca Biosciences,
2/14/2011,Majority Acquisition,"PerkinElmer, Inc.",chemagen Biopolymer-Technologie AG,,PerkinElmer acquires chemagen Biopolymer-Technologie,
2/14/2011,Asset Purchase,"QPS Holdings, LLC",The Center of Toxicology and Preclinical Sciences,,QPS Holdings acquires Center of Toxicology and Preclinical Sciences,
2/11/2011,Asset Purchase,"Sonoma Orthopedic Products, Inc.","NovaLign Orthopaedics, Inc. - Assets",,Sonoma Orthopedic acquires assets of NovaLign Orthopaedics,
2/11/2011,Majority Acquisition,"InVentiv Health, Inc.","Campbell Alliance Group, Inc.",,InVentiv Health acquires Campbell Alliance,
5/21/1996,100% Acquisition,Atrion Corporation,Halkey-Roberts Corporation,15.40 ,Acquisition of Halkey-Roberts Corporation,
2/11/2011,Majority Acquisition,Frosunda LSS AB,Scientum,,Frosunda acquires Scientum,
10/1/2004,100% Acquisition,"Langer, Inc.","Silipos, Inc.",15.50 ,Langer completes acquisition of Silipos,
2/10/2011,Asset Purchase,"Agilent Technologies, Inc.","A2 Technologies, LLC - Assets",,Agilent Technologies acquires assets of A2 Technologies,
2/10/2011,Majority Acquisition,Luxottica Group S.p.A,MySight Vision Specialists Group,,Luxottica acquires MySight Vision Specialists,
9/22/1998,100% Acquisition,Incyte Corporation,Hexagen Limited,15.50 ,Incyte acquires Hexagen,
2/9/2011,Majority Acquisition,"Wheaton Industries, Inc.",Laboratory Sales (UK) Limited,,Wheaton Industries acquires Laboratory Sales,
2/9/2011,Asset Purchase,Pantarhei Bioscience,Merck Sharp &amp; Dohme Corp. - Women’s Health Activities,,Pantarhei Bioscience acquires Organon business of Merck & Co,
9/30/2005,100% Acquisition,Cozart plc,Spinreact S.A.,15.60 ,Cozart expands product lines and geographical reach with acquisition of Spanish diagnostics business Spinreact,
2/9/2011,Majority Acquisition,Piramal Pharmaceutical Development Services Private Limited,Oxygen Healthcare Limited,11.20 ,Piramal Pharmaceutical Development acquires Oxygen Healthcare,
2/9/2011,Majority Acquisition,"Shanghai Fosun Pharmaceutical Group Co., Ltd.","Dalian Aleph Biomedical Co., Ltd.",102.70 ,Shanghai Fosun Pharmaceutical acquires 75% stake in Dalian Aleph Biomedical,
2/9/2011,"Institutional Buy-out (IBO),Majority acquisition",Global Buyout Fund L.P.,Bicakcilar Tibbi Cihazlar Sanayi Ve Ticaret A S,,Global Buyout Fund acquires 80% stake in Bicakcilar Tibbi Cihazlar,
2/9/2011,Majority Acquisition,"iBrands Corp. (Formerly, MedSpas of America, Inc.)",Galileo's Place,,iBrands to acquire Galileo Optics,
2/9/2011,"Minority Acquisition,None","Small Cap Biotech Value, Ltd.","Poniard Pharmaceuticals, Inc.",2.00 ,Small Cap Biotech Value invests $2 million in Poniard Pharmaceuticals,
2/8/2011,"Minority Acquisition,None",Southridge LLC,"American Scientific Resources, Inc.",10.00 ,American Scientific Resources raises $10 million through equity financing,
10/3/2011,100% Acquisition,"Varian Medical Systems, Inc.","Calypso Medical Technologies, Inc.",15.80 ,Varian Medical Systems acquires 100% of Calypso Medical Technologies,
2/8/2011,Majority Acquisition,"SSM Cancer Care, Inc.",Missouri Cancer Care P.C.,,SSM Cancer Care acquires Missouri Cancer Care,
2/8/2011,Majority Acquisition,"Ebix, Inc.","A.D.A.M., Inc.",66.00 ,Ebix acquires A.D.A.M.,
2/8/2011,Majority Acquisition,"PDL BioPharma, Inc. (formerly Protein Design Labs, Inc.)",Biotransplant Inc.,0.40 ,PDL BioPharma acquires BioTransplant,
2/7/2011,Asset Purchase,U.S. HealthWorks Medical Group,Kettering Workers' Care – Three Medical Centers,,U.S. HealthWorks acquires three medical centers from Kettering Workers' Care,
2/7/2011,Asset Purchase,Sonic Healthcare Limited,"Central Coast Pathology Consultants, Inc. - Laboratory Business",,Sonic Healthcare acquires laboratory business from Central Coast Pathology Consultants,
2/7/2011,Majority Acquisition,Novozymes A/S,"Agribiotics, Inc.",283.00 ,Novozymes acquires EMD Crop BioScience (formerly Nitragin Holding) from Merck,
2/4/2011,Majority Acquisition,"Nitto Americas, Inc.",Avecia Biotechnology,,Nitto Americas acquires Avecia Biotechnology,
2/4/2011,Asset Purchase,"Vanc Pharmaceuticals, Inc. (formerly ALDA Pharmaceuticals, Inc.)",Seavan Health &amp; Beauty Partnership - Assets,,ALDA Pharmaceuticals to acquire assets of Seavan Health & Beauty Partnership,
2/4/2011,Majority Acquisition,Nycomed International Management GmbH,Laboratorios Farmacol S.A.,,Nycomed acquires Farmacol,
2/3/2011,Majority Acquisition,Cryo-Save Group N.V.,Life R.F. doo,3.20 ,Cryo-Save Group acquires 70% stake in Life R.F. doo,
2/3/2014,100% Acquisition,"BioTelemetry, Inc.","Mednet Healthcare Technologies, Inc.",16.00 ,BioTelemetry acquires 100% of Mednet Healthcare Technologies,
2/3/2011,Asset Purchase,"Cynosure, Inc.","Eleme Medical, Inc. - Assets",2.40 ,Cynosure acquires assets of Eleme Medical,
2/2/2011,"100% acquisition,None",Undisclosed Firm,"LAB Research, Inc.",,LAB Research acquired by US-based private equity group,
2/2/2011,Minority Acquisition,Kirin Holdings Company Limited,"Fraser and Neave, Limited",,Kirin Holdings acquires additional 0.32% stake in Fraser & Neave,
2/2/2011,"100% acquisition,Secondary Buy-out","Linsalata Capital Partners, Inc.","NeuroTherm, Inc.",,Linsalata Capital Partners acquires NeuroTherm,
2/2/2011,Majority Acquisition,Nestle Health Science S.A.,CM&amp;D Pharma Limited,,Nestle Health Science acquires CM&D Pharma,
2/2/2011,Majority Acquisition,Trinity Biotech Plc,Phoenix Bio-Tech Corporation,2.50 ,Trinity Biotech acquires Phoenix Biotech,
2/2/2011,"Minority Acquisition,None","Sun Capital Partners, Inc.","The SCOOTER Store, Ltd.",,Sun Capital Partners acquires minority stake in The SCOOTER Store,
2/2/2011,Asset Purchase,"Novadaq Technologies, Inc.","PLC Systems, Inc. - Transmyocardial Revascularization Business and Assets - US",1.60 ,Novadaq Technologies acquires Transmyocardial Revascularization (TMR) business from PLC Systems,
2/2/2011,"Institutional Buy-out (IBO),Majority acquisition",Frazier Healthcare,"Laboratory Supply Company, Inc.",,Frazier Healthcare Ventures acquires Laboratory Supply (LABSCO),
2/2/2011,"Minority Acquisition,None","Sun Capital Partners, Inc.","The SCOOTER Store, Ltd.",,Sun Capital Partners invests in SCOOTER Store,
2/1/2011,Majority Acquisition,"Oregon Healthcare Resources, Inc.","Willamette Community Medical Group, LLC",14.60 ,Oregon Healthcare Resources acquires Willamette Community Medical Group from Community Health Systems,
2/1/2011,Majority Acquisition,"Capital Works Equity Partners (Pty) Ltd.|Scientific Group, Ltd. - Management",Scientific Group Ltd.,,Capital Works Equity Partners acquires 72% stake in Scientific Group,
2/1/2011,Majority Acquisition,"Wanhua Industrial Group Co., Ltd.",BorsodChem Nyrt.,"1,678.10 ",Wanhua Industrial acquires additional 58% stake in BorsodChem,
2/1/2011,"Majority acquisition,None",Innovation Network Corporation of Japan (INCJ),JEOL Resonance,18.30 ,Innovation Network invests $18.27 million in JEOL Resonance,
2/15/2012,100% Acquisition,ICON Plc,"BeijingWits Medical Consulting, Ltd.",16.00 ,ICON acquires BeijingWits Medical Consulting,
2/1/2011,Majority Acquisition,Intrexon Corporation,"Agarigen, Inc.",,Intrexon Corporation acquires Agarigen,
2/1/2011,"Minority Acquisition,None",Tekla Healthcare Investors (formerly H&amp;Q Healthcare Investors)|Tekla Life Sciences Investors (formerly H&amp;Q Life Sciences Investors)|Undisclosed Investors*,"IntelliPharmaCeutics International, Ltd.",12.00 ,Intellipharmaceutics International raises $12 million through private placement,
2/26/2010,100% Acquisition,"Solta Medical, Inc. (formerly Thermage, Inc.)",Aesthera Corporation,16.00 ,Solta Medical acquires Aesthera,
2/1/2011,Majority Acquisition,U.S. HealthWorks Medical Group,Medwork 84,,U.S. HealthWorks acquires Medwork 84,
2/1/2011,Majority Acquisition,U.S. HealthWorks Medical Group,Medstar Medical Clinic,,U.S. HealthWorks acquires Medstar Medical Clinic,
2/1/2011,Majority Acquisition,Mediq NV (formerly OPG Groep N.V.),Romedic B.V.,,Mediq acquires Romedic,
2/1/2011,Asset Purchase,"Frutarom Industries, Ltd.",Rieber &amp; Son ASA - Rieber Industrial Spices Savory Activity and Assets,4.20 ,Frutarom acquires Rieber industrial spices savory activity of Rieber & Son,
2/1/2011,Asset Purchase,Sekisui Europe B.V.,Genzyme Corporation - Diagnostics Business – Europe,,Sekisui Europe acquires assets of diagnostics business from Genzyme,
2/1/2011,Minority Acquisition,"ILJIN Life Science Co., Ltd.","Aurinia Pharmaceuticals, Inc. (Isotechnika Pharma, Inc.)",3.30 ,Paladin Labs sells 12.5 million shares of Isotechnika to ILJIN Life Science,
2/1/2011,Asset Purchase,Sekisui America Corporation,Genzyme Corporation - Diagnostics Business - US,,Sekisui America acquires assets of diagnostics business from Genzyme,
1/31/2011,Minority Acquisition,Takeda Pharmaceutical Company Limited,"Tianjin Takeda Pharmaceuticals Co., Ltd.",,Takeda Pharmaceutical acquires remaining 25% stake in Tianjin Takeda,
10/7/2009,100% Acquisition,"OPKO Health, Inc. (formerly eXegenics, Inc.; Cytoclonal Pharmaceutics, Inc.)",Pharma Genexx S.A.,16.00 ,OPKO Health acquires 100% of Pharma Genexx,
1/31/2011,Majority Acquisition,"Gilead Sciences, Inc.",Arresto BioSciences,225.00 ,Gilead Sciences acquires Arresto Biosciences,
1/31/2011,Asset Purchase,Kensey Nash Corporation,"NERITES Corporation, Inc. - Assets",20.00 ,Kensey Nash acquires assets of NERITES Corporation,
7/27/2009,100% Acquisition,"HealthTronics, Inc.","Endocare, Inc.",16.00 ,HealthTronics acquires Endocare,
1/31/2011,Majority Acquisition,Ascenion GmbH,Entheogen Corporation,,Ascenion acquires equity stake in Entheogen,
1/31/2011,Asset Purchase,Sigma-Aldrich Corporation,Resource Technology Corporation - Assets,,Sigma-Aldrich acquires assets of Resource Technology,
1/31/2011,Majority Acquisition,"Nypro, Incorporated",Schlosser Medizintechnik GmbH,,Nypro acquires Schlosser Medizintechnik,
7/1/2005,100% Acquisition,IDX Systems Corporation,"RealTimeImage, Inc",16.00 ,IDX Systems completes acquisition of RealTimeImage,
1/31/2011,Majority Acquisition,"Alere, Inc. (formerly Inverness Medical Innovations, Inc.)","BIONOTE, Inc.",,Alere acquires 90% stake in BioNote,
1/31/2011,Asset Purchase,"Alere, Inc. (formerly Inverness Medical Innovations, Inc.)","Pregnancy.org, LLC - Assets",,Alere acquires assets of Pregnancy.org,
1/31/2011,Majority Acquisition,"Alphatec Holdings, Inc.",Cibramed Productos Medicos,0.60 ,Alphatec Holdings acquires Cibramed Productos Medicos,
1/31/2011,Minority Acquisition,Dompe S.p.A.,Anabasis Srl,,Dompe acquires 49% stake in Anabasis,
1/31/2011,--,--,"Clinixion, Ltd.|Pharmatest Services, Ltd.",,Pharmatest Services merges with Clinixion,
1/31/2011,Minority Acquisition,"Shanghai Fosun Pharmaceutical Group Co., Ltd.",Golden Elephant Pharmacy,,Shanghai Fosun Pharmaceutical acquires additional 50% stake in Golden Elephant Pharmacy,
1/30/2011,"Minority Acquisition,None",Centurion Investment Company,New Medical Centre,,Centurion Investment Company acquires 40% stake in New Medical Centre,
1/30/2011,Majority Acquisition,Saudi Import Company Holdings,"DEEF Pharmaceutical Industries, Co.",,Saudi Import (Banaja) acquires majority stake in DEEF Pharmaceutical,
1/28/2011,"Majority acquisition,Secondary Buy-out","Palamon Capital Partners, LP|The Carlyle Group, LLC",Integrated Dental Holdings,716.60 ,The Carlyle Group and Palamon Capital to acquire Integrated Dental,
1/28/2011,Majority Acquisition,Emami Overseas FZE,Pharma Derm S A E Co,,Emami Overseas acquires 90.59% stake in Pharma Derm,
1/28/2011,Asset Purchase,"BioTime, Inc.","Cell Targeting, Inc. - Assets",2.40 ,BioTime acquires assets of Cell Targeting,
1/27/2011,Minority Acquisition,Essilor International,"Unilab S/C, Ltda.",,Essilor International acquires additional stake in Unilab,
1/27/2011,"Majority acquisition,None",zfhn Zukunftsfonds Heilbronn GmbH &amp; Co. KG,MEDOS Medizintechnik AG,,Zukunftsfonds Heilbronn acquires MEDOS Medizintechnik from Ventizz Capital Partners,
1/27/2011,Majority Acquisition,Briz ooo,Interfarm,,Briz (Sopharma) to acquire Interfarm,
1/27/2011,Minority Acquisition,"Sumitomo Chemical Co., Ltd.",Isagro Italia S.r.l.,,Sumitomo Chemical to acquire additional 50% stake in Isagro Italia from Isagro,
1/27/2011,Majority Acquisition,Healthcare At Home,"Sciensus, Ltd.",,Healthcare at Home acquires Sciensus,
1/27/2011,Majority Acquisition,Essilor International,Embrapol Sul,,Essilor International acquires Embrapol Sul,
